transaction_id,customer_id,product_id,amount,quantity,transaction_date,channel
T07843,C0099,P055,132.04,2,2021-11-08,Offline
T00003,C0012,P096,2002.68,8,2021-11-08,Offline
T03330,C0255,P012,914.97,10,2021-11-09,Offline
T03753,C0364,P090,1181.43,5,2021-11-09,Mobile
T00732,C0295,P032,2235.05,4,2021-11-10,Online
T05853,C0147,P031,1501.98,7,2021-11-10,Online
T07889,C0470,P056,1094.78,9,2021-11-10,Offline
T07713,C0262,P032,910.38,10,2021-11-10,Offline
T00477,C0425,P093,140.04,6,2021-11-10,Offline
T01193,C0022,P079,3054.94,9,2021-11-11,Offline
T05989,C0182,P090,407.17,6,2021-11-11,Online
T03050,C0163,P059,3055.57,10,2021-11-11,Mobile
T06499,C0146,P017,738.89,5,2021-11-11,Online
T03021,C0367,P029,1349.54,9,2021-11-11,Online
T04556,C0185,P092,1451.43,3,2021-11-12,Offline
T01871,C0226,P078,355.13,10,2021-11-12,Offline
T00435,C0135,P012,1028.94,6,2021-11-13,Offline
T05788,C0224,P097,1482.0,2,2021-11-13,Online
T01692,C0189,P007,2183.4,3,2021-11-13,Online
T06331,C0251,P059,1335.89,4,2021-11-13,Mobile
T00028,C0259,P100,430.93,3,2021-11-13,Offline
T03017,C0425,P043,1420.86,6,2021-11-13,Online
T04722,C0496,P008,529.84,8,2021-11-13,Online
T06164,C0113,P088,1692.55,1,2021-11-13,Offline
T03172,C0386,P088,1594.79,4,2021-11-13,Mobile
T02264,C0447,P088,943.71,9,2021-11-14,Online
T01028,C0454,P039,399.62,9,2021-11-14,Offline
T04516,C0058,P014,2596.67,5,2021-11-14,Offline
T04009,C0345,P092,773.38,7,2021-11-14,Offline
T07651,C0358,P012,408.3,9,2021-11-14,Offline
T04173,C0123,P006,3426.07,9,2021-11-14,Offline
T02351,C0486,P020,840.84,6,2021-11-15,Online
T05828,C0255,P056,244.7,3,2021-11-15,Offline
T01820,C0495,P061,1626.23,6,2021-11-15,Online
T02978,C0115,P029,998.22,3,2021-11-15,Offline
T06410,C0225,P014,1054.48,4,2021-11-16,Offline
T05715,C0176,P084,1137.73,7,2021-11-16,Offline
T02275,C0299,P074,1646.1,8,2021-11-16,Online
T02711,C0008,P078,436.89,2,2021-11-16,Online
T01330,C0013,P042,230.8,7,2021-11-17,Offline
T05832,C0367,P085,394.88,4,2021-11-17,Online
T05755,C0046,P035,430.81,10,2021-11-17,Mobile
T07929,C0290,P029,226.74,4,2021-11-17,Offline
T02858,C0083,P009,443.89,8,2021-11-17,Online
T04963,C0428,P075,322.98,1,2021-11-18,Offline
T06182,C0322,P010,481.72,5,2021-11-18,Online
T05232,C0411,P057,418.82,4,2021-11-18,Online
T05843,C0175,P075,807.89,4,2021-11-18,Offline
T06932,C0333,P060,865.26,9,2021-11-19,Offline
T05568,C0495,P089,1426.34,10,2021-11-19,Online
T07509,C0019,P033,1272.15,3,2021-11-19,Online
T04620,C0089,P094,872.44,7,2021-11-20,Offline
T06492,C0435,P025,1349.58,4,2021-11-20,Offline
T02818,C0061,P045,264.27,7,2021-11-20,Online
T04412,C0111,P042,669.68,7,2021-11-20,Offline
T01811,C0159,P023,404.09,5,2021-11-20,Online
T06485,C0051,P007,1419.03,10,2021-11-20,Online
T03448,C0065,P084,1123.07,7,2021-11-21,Mobile
T02475,C0466,P094,685.37,9,2021-11-21,Offline
T06650,C0117,P077,332.24,9,2021-11-21,Offline
T03149,C0304,P005,730.73,8,2021-11-21,Offline
T06425,C0281,P037,290.49,8,2021-11-21,Mobile
T04314,C0244,P001,518.77,6,2021-11-21,Mobile
T06968,C0308,P038,1164.88,6,2021-11-22,Online
T02033,C0035,P044,416.1,10,2021-11-22,Online
T05959,C0248,P076,386.22,1,2021-11-22,Mobile
T06733,C0300,P080,671.25,7,2021-11-22,Offline
T06717,C0014,P002,366.31,6,2021-11-22,Offline
T05588,C0275,P097,758.93,2,2021-11-23,Offline
T07250,C0164,P080,573.0,3,2021-11-23,Mobile
T01958,C0076,P053,1890.35,9,2021-11-23,Online
T07946,C0399,P098,1230.81,6,2021-11-23,Offline
T06155,C0495,P014,1528.25,8,2021-11-23,Offline
T05193,C0337,P031,952.18,2,2021-11-24,Mobile
T07756,C0330,P028,807.32,5,2021-11-24,Offline
T00123,C0122,P044,981.53,1,2021-11-24,Offline
T07477,C0335,P028,844.0,10,2021-11-24,Online
T06524,C0079,P080,395.12,6,2021-11-24,Online
T00099,C0325,P035,4155.32,1,2021-11-24,Offline
T05918,C0382,P022,2018.47,1,2021-11-24,Online
T04104,C0139,P015,294.68,4,2021-11-24,Offline
T03317,C0318,P089,809.54,6,2021-11-25,Mobile
T07909,C0052,P061,1698.6,9,2021-11-25,Offline
T01787,C0353,P100,414.82,9,2021-11-25,Online
T06248,C0247,P100,239.06,9,2021-11-25,Online
T02277,C0027,P057,1621.93,2,2021-11-25,Offline
T00682,C0203,P067,499.15,6,2021-11-25,Mobile
T01800,C0014,P056,819.62,5,2021-11-25,Mobile
T01238,C0274,P063,1909.2,9,2021-11-26,Mobile
T03189,C0046,P055,680.37,1,2021-11-26,Mobile
T04858,C0081,P012,527.68,8,2021-11-26,Offline
T06831,C0397,P023,1184.02,2,2021-11-26,Offline
T04269,C0028,P079,1945.85,9,2021-11-26,Offline
T02107,C0012,P055,136.14,7,2021-11-26,Online
T06773,C0465,P029,638.2,4,2021-11-26,Online
T07356,C0054,P022,545.9,7,2021-11-26,Online
T01147,C0306,P049,843.56,3,2021-11-26,Offline
T01887,C0165,P028,470.04,4,2021-11-27,Online
T07866,C0099,P032,2289.08,8,2021-11-27,Online
T02966,C0397,P004,495.87,3,2021-11-27,Online
T03243,C0140,P075,1181.71,4,2021-11-27,Offline
T01221,C0135,P064,111.5,2,2021-11-27,Offline
T07749,C0161,P017,247.56,3,2021-11-27,Offline
T01206,C0169,P010,536.65,6,2021-11-27,Mobile
T04443,C0020,P029,932.54,5,2021-11-28,Offline
T02162,C0272,P035,63.6,6,2021-11-28,Offline
T01902,C0427,P067,202.24,3,2021-11-28,Offline
T07000,C0294,P053,2568.71,6,2021-11-28,Online
T01700,C0474,P011,674.94,1,2021-11-28,Online
T01313,C0152,P063,699.42,3,2021-11-29,Mobile
T06001,C0406,P046,1044.61,9,2021-11-29,Online
T06815,C0442,P025,781.36,9,2021-11-29,Offline
T06571,C0165,P035,936.52,6,2021-11-29,Online
T05966,C0321,P025,526.66,8,2021-11-29,Online
T05537,C0167,P048,902.29,7,2021-11-29,Online
T07012,C0426,P080,2004.44,3,2021-11-29,Mobile
T01178,C0402,P081,1076.03,10,2021-11-29,Online
T01861,C0190,P098,741.29,6,2021-11-29,Mobile
T06431,C0290,P039,753.71,6,2021-11-29,Offline
T07434,C0009,P079,582.66,10,2021-11-29,Offline
T05786,C0174,P012,1366.87,3,2021-11-29,Offline
T04247,C0417,P087,1250.31,2,2021-11-29,Online
T06673,C0257,P018,3548.66,4,2021-11-30,Mobile
T07005,C0197,P039,1174.62,1,2021-11-30,Mobile
T06131,C0226,P092,593.95,5,2021-11-30,Online
T01650,C0432,P007,845.53,10,2021-11-30,Offline
T01251,C0319,P072,475.03,7,2021-11-30,Offline
T04655,C0220,P005,2395.11,9,2021-11-30,Mobile
T03892,C0236,P079,509.31,6,2021-11-30,Offline
T05825,C0396,P017,871.44,9,2021-11-30,Mobile
T06726,C0439,P025,326.98,3,2021-12-01,Online
T07248,C0348,P054,1191.87,1,2021-12-01,Offline
T05384,C0108,P039,532.17,6,2021-12-01,Offline
T02341,C0170,P047,1122.3,9,2021-12-01,Online
T01331,C0089,P062,2284.29,1,2021-12-01,Mobile
T00002,C0276,P021,210.25,4,2021-12-01,Mobile
T01278,C0303,P009,855.97,4,2021-12-01,Online
T07252,C0128,P081,2094.53,1,2021-12-02,Online
T05197,C0191,P091,133.29,2,2021-12-02,Mobile
T03166,C0150,P052,627.11,3,2021-12-02,Mobile
T05523,C0128,P018,35.62,5,2021-12-02,Mobile
T06607,C0401,P080,473.41,8,2021-12-02,Mobile
T00597,C0118,P016,2206.68,8,2021-12-02,Mobile
T00454,C0386,P005,2761.03,8,2021-12-02,Online
T05909,C0092,P016,996.12,1,2021-12-03,Online
T00436,C0428,P046,1100.67,10,2021-12-04,Online
T00023,C0115,P056,410.06,8,2021-12-04,Online
T00964,C0255,P021,2085.68,9,2021-12-05,Online
T05172,C0432,P048,275.89,5,2021-12-05,Mobile
T02108,C0337,P046,2057.37,8,2021-12-05,Offline
T01364,C0215,P031,1272.15,9,2021-12-05,Offline
T05457,C0083,P006,529.22,3,2021-12-05,Online
T00737,C0188,P081,2132.25,8,2021-12-05,Offline
T07623,C0323,P056,685.38,5,2021-12-05,Online
T01519,C0349,P049,406.49,7,2021-12-06,Offline
T00959,C0406,P066,187.25,2,2021-12-06,Offline
T02391,C0491,P093,753.41,3,2021-12-06,Online
T05416,C0096,P067,2636.78,3,2021-12-06,Offline
T03142,C0380,P042,1634.53,4,2021-12-06,Online
T07224,C0263,P035,1724.66,9,2021-12-06,Offline
T05672,C0358,P078,237.91,3,2021-12-07,Online
T02662,C0432,P020,832.64,6,2021-12-07,Online
T00897,C0023,P092,1354.1,3,2021-12-08,Offline
T02725,C0397,P084,1035.33,3,2021-12-08,Offline
T03098,C0375,P094,607.66,4,2021-12-08,Offline
T05350,C0392,P078,895.19,4,2021-12-09,Online
T05357,C0333,P092,1306.11,10,2021-12-09,Mobile
T01549,C0386,P097,1271.71,9,2021-12-09,Offline
T01483,C0126,P089,510.48,2,2021-12-10,Online
T03421,C0322,P059,882.59,4,2021-12-10,Online
T05494,C0418,P081,69.63,2,2021-12-10,Mobile
T06999,C0493,P001,1104.82,8,2021-12-10,Online
T03598,C0409,P032,1585.88,7,2021-12-10,Mobile
T05863,C0064,P095,962.81,7,2021-12-10,Mobile
T03466,C0119,P053,307.93,7,2021-12-10,Online
T05108,C0165,P023,1428.79,5,2021-12-11,Mobile
T00820,C0378,P050,1002.68,9,2021-12-11,Online
T06845,C0058,P018,325.84,5,2021-12-11,Online
T04744,C0140,P046,1626.05,2,2021-12-11,Online
T00457,C0169,P051,683.45,10,2021-12-12,Online
T00122,C0348,P013,451.59,8,2021-12-12,Mobile
T04140,C0445,P023,744.11,7,2021-12-12,Online
T07354,C0180,P024,2348.59,7,2021-12-12,Online
T07234,C0160,P058,2067.84,2,2021-12-12,Offline
T02474,C0477,P008,962.31,6,2021-12-13,Offline
T04910,C0247,P089,1025.85,7,2021-12-13,Offline
T06398,C0394,P066,629.67,7,2021-12-13,Online
T02895,C0280,P054,3074.58,4,2021-12-13,Online
T01214,C0382,P025,631.75,5,2021-12-14,Mobile
T00406,C0252,P044,1526.52,5,2021-12-14,Offline
T04820,C0170,P093,524.89,2,2021-12-14,Online
T06875,C0452,P016,351.3,5,2021-12-14,Online
T05802,C0345,P015,746.27,7,2021-12-14,Offline
T01345,C0479,P057,844.85,10,2021-12-14,Online
T03879,C0338,P064,304.33,5,2021-12-14,Online
T02930,C0185,P038,442.12,10,2021-12-14,Mobile
T00047,C0473,P095,281.32,5,2021-12-14,Online
T03920,C0447,P055,137.04,1,2021-12-15,Mobile
T02815,C0143,P023,354.56,3,2021-12-15,Offline
T06829,C0200,P013,1346.26,10,2021-12-15,Offline
T07554,C0500,P001,446.13,2,2021-12-15,Online
T02148,C0290,P054,1175.81,5,2021-12-16,Mobile
T03181,C0150,P033,169.6,8,2021-12-16,Online
T07943,C0089,P037,609.47,5,2021-12-16,Offline
T03205,C0122,P085,1793.33,6,2021-12-16,Offline
T00059,C0144,P063,1860.01,4,2021-12-16,Online
T06063,C0372,P025,362.8,8,2021-12-17,Online
T00437,C0439,P093,2239.04,4,2021-12-17,Offline
T00562,C0007,P042,1132.89,4,2021-12-17,Mobile
T07672,C0240,P086,1299.6,3,2021-12-17,Mobile
T04279,C0177,P016,1506.88,2,2021-12-17,Offline
T01342,C0253,P063,1459.07,1,2021-12-17,Online
T02014,C0312,P033,744.08,4,2021-12-17,Online
T07684,C0453,P035,1330.13,3,2021-12-18,Offline
T06716,C0298,P002,1095.13,2,2021-12-18,Mobile
T01982,C0418,P020,493.26,9,2021-12-18,Mobile
T01335,C0187,P053,1825.96,4,2021-12-18,Online
T06134,C0246,P036,821.86,4,2021-12-18,Offline
T03444,C0189,P007,2874.18,5,2021-12-19,Mobile
T04331,C0051,P024,388.97,5,2021-12-19,Mobile
T02602,C0182,P035,964.88,1,2021-12-19,Offline
T05222,C0003,P002,1682.06,9,2021-12-20,Offline
T06596,C0476,P098,205.72,10,2021-12-20,Offline
T00610,C0462,P007,1032.12,10,2021-12-20,Offline
T06595,C0177,P097,2085.44,3,2021-12-20,Mobile
T06053,C0303,P045,1253.53,8,2021-12-20,Offline
T04225,C0013,P015,659.81,7,2021-12-20,Offline
T07015,C0013,P048,507.17,2,2021-12-20,Online
T06588,C0383,P074,2568.22,4,2021-12-21,Online
T03931,C0054,P024,747.93,8,2021-12-21,Offline
T00389,C0229,P043,1968.34,3,2021-12-21,Online
T03896,C0075,P003,3233.95,7,2021-12-21,Online
T03423,C0412,P069,196.05,10,2021-12-21,Offline
T03815,C0084,P015,1388.81,10,2021-12-21,Online
T03000,C0138,P068,1152.14,1,2021-12-22,Mobile
T05880,C0011,P076,1435.0,9,2021-12-22,Offline
T04831,C0373,P039,1378.88,1,2021-12-22,Offline
T07407,C0335,P061,302.05,1,2021-12-22,Offline
T06274,C0322,P087,118.94,3,2021-12-22,Offline
T06275,C0427,P013,1544.08,8,2021-12-22,Mobile
T07241,C0081,P079,380.43,10,2021-12-22,Offline
T04228,C0193,P006,1129.54,6,2021-12-22,Offline
T07212,C0215,P087,208.92,6,2021-12-22,Online
T01163,C0263,P065,1440.16,3,2021-12-23,Offline
T07465,C0496,P040,1082.98,9,2021-12-23,Online
T00669,C0150,P010,1719.96,1,2021-12-23,Online
T02948,C0290,P085,782.14,10,2021-12-23,Mobile
T07412,C0264,P015,190.08,10,2021-12-23,Offline
T00795,C0276,P087,925.76,9,2021-12-23,Offline
T01347,C0207,P038,368.61,5,2021-12-23,Online
T04503,C0057,P060,1096.26,6,2021-12-24,Mobile
T05082,C0252,P052,593.27,3,2021-12-24,Offline
T02152,C0363,P051,1147.6,8,2021-12-24,Online
T06140,C0126,P094,682.05,6,2021-12-24,Offline
T05290,C0264,P001,802.18,6,2021-12-24,Online
T06352,C0203,P067,1727.8,5,2021-12-24,Mobile
T07949,C0352,P099,1552.01,5,2021-12-24,Mobile
T06372,C0456,P050,1769.56,5,2021-12-25,Mobile
T00967,C0487,P009,682.28,1,2021-12-25,Offline
T05572,C0167,P090,487.88,2,2021-12-25,Offline
T03769,C0338,P048,599.28,4,2021-12-25,Offline
T06527,C0001,P021,242.03,2,2021-12-25,Online
T00456,C0407,P020,621.94,2,2021-12-25,Offline
T01161,C0125,P057,1327.69,2,2021-12-26,Mobile
T06255,C0492,P060,1327.6,2,2021-12-26,Offline
T07806,C0180,P089,1300.17,1,2021-12-26,Mobile
T06754,C0382,P088,793.81,1,2021-12-26,Online
T03456,C0308,P067,613.8,7,2021-12-26,Offline
T02523,C0285,P051,1026.26,10,2021-12-26,Mobile
T01699,C0395,P021,382.38,8,2021-12-26,Offline
T01080,C0298,P074,336.31,5,2021-12-26,Offline
T03186,C0123,P041,1438.64,5,2021-12-27,Online
T01668,C0198,P018,460.97,4,2021-12-27,Offline
T03416,C0434,P082,127.81,9,2021-12-27,Online
T05714,C0239,P097,511.63,2,2021-12-27,Online
T00103,C0467,P078,406.81,1,2021-12-27,Offline
T04256,C0378,P071,1366.73,9,2021-12-27,Mobile
T06533,C0248,P016,828.97,1,2021-12-27,Offline
T03873,C0444,P088,317.76,1,2021-12-28,Offline
T01801,C0230,P019,291.45,2,2021-12-29,Mobile
T00226,C0164,P034,511.54,10,2021-12-29,Online
T02249,C0225,P018,1183.35,6,2021-12-29,Offline
T02239,C0459,P062,1210.31,6,2021-12-29,Mobile
T03844,C0324,P023,810.97,1,2021-12-30,Online
T04485,C0408,P092,1216.93,8,2021-12-30,Mobile
T06456,C0058,P032,179.11,3,2021-12-30,Mobile
T00294,C0129,P091,1318.25,7,2021-12-30,Mobile
T07413,C0469,P040,309.2,3,2021-12-31,Offline
T07853,C0376,P011,1084.44,7,2021-12-31,Mobile
T06477,C0149,P075,544.7,3,2021-12-31,Offline
T01537,C0231,P035,1092.18,6,2021-12-31,Mobile
T00739,C0166,P085,714.23,8,2022-01-01,Offline
T03619,C0160,P015,591.58,1,2022-01-01,Offline
T07671,C0438,P027,757.17,4,2022-01-01,Mobile
T06153,C0066,P079,1895.59,7,2022-01-01,Mobile
T02845,C0482,P075,125.8,10,2022-01-01,Mobile
T01204,C0206,P005,142.55,10,2022-01-01,Mobile
T04826,C0247,P011,3433.79,5,2022-01-01,Online
T00921,C0246,P027,1801.69,5,2022-01-01,Offline
T02354,C0221,P039,368.2,9,2022-01-02,Offline
T01501,C0235,P033,1037.69,9,2022-01-02,Offline
T04107,C0092,P099,1631.12,6,2022-01-02,Offline
T05016,C0204,P064,1524.56,4,2022-01-02,Offline
T00680,C0033,P044,556.2,6,2022-01-02,Offline
T03076,C0162,P095,1797.66,3,2022-01-02,Offline
T05343,C0252,P090,231.68,7,2022-01-02,Mobile
T02353,C0375,P009,755.78,3,2022-01-03,Mobile
T00536,C0322,P077,205.41,1,2022-01-03,Online
T00305,C0409,P085,856.68,1,2022-01-03,Online
T03903,C0015,P042,1857.15,7,2022-01-03,Offline
T02805,C0500,P070,533.62,5,2022-01-03,Offline
T05770,C0270,P006,3669.46,4,2022-01-03,Online
T02870,C0433,P081,659.59,5,2022-01-03,Online
T05151,C0255,P078,593.71,2,2022-01-03,Online
T01615,C0285,P040,822.54,8,2022-01-03,Mobile
T03408,C0151,P044,791.44,2,2022-01-04,Online
T01967,C0443,P061,1081.83,6,2022-01-04,Mobile
T00667,C0494,P055,2817.83,4,2022-01-04,Offline
T03917,C0185,P080,1159.2,6,2022-01-04,Offline
T06908,C0404,P095,1051.78,9,2022-01-04,Offline
T03233,C0354,P074,626.03,1,2022-01-04,Online
T07899,C0134,P079,862.22,4,2022-01-04,Offline
T04908,C0142,P028,1412.42,10,2022-01-04,Offline
T00345,C0081,P084,476.2,8,2022-01-04,Offline
T00928,C0100,P047,96.72,2,2022-01-05,Mobile
T01181,C0401,P005,248.21,2,2022-01-05,Offline
T07936,C0488,P063,100.2,4,2022-01-05,Offline
T07549,C0237,P100,393.95,7,2022-01-05,Offline
T07845,C0418,P010,1669.39,10,2022-01-06,Online
T03156,C0057,P077,1366.46,7,2022-01-06,Offline
T03339,C0183,P005,1233.64,3,2022-01-06,Online
T07174,C0005,P096,1491.28,2,2022-01-06,Offline
T07429,C0314,P055,376.41,4,2022-01-06,Mobile
T01188,C0003,P097,2644.28,8,2022-01-06,Offline
T06086,C0157,P056,363.12,3,2022-01-06,Mobile
T01299,C0033,P014,298.02,8,2022-01-07,Mobile
T04113,C0458,P027,194.43,2,2022-01-07,Online
T02299,C0005,P028,135.2,9,2022-01-07,Mobile
T01873,C0333,P002,928.2,7,2022-01-07,Offline
T05226,C0453,P030,876.11,3,2022-01-07,Online
T04982,C0209,P082,258.74,7,2022-01-07,Offline
T00818,C0183,P035,2159.58,6,2022-01-07,Mobile
T02118,C0009,P061,1057.26,2,2022-01-08,Offline
T01372,C0201,P100,95.92,3,2022-01-08,Mobile
T02590,C0083,P011,2205.82,6,2022-01-08,Offline
T05929,C0320,P047,2280.04,3,2022-01-08,Offline
T05948,C0194,P011,579.23,3,2022-01-08,Mobile
T04713,C0316,P084,413.45,4,2022-01-09,Offline
T05664,C0149,P052,356.93,9,2022-01-09,Mobile
T00296,C0115,P025,179.01,7,2022-01-09,Offline
T00996,C0139,P019,390.01,9,2022-01-09,Offline
T02009,C0281,P071,265.2,8,2022-01-09,Mobile
T07522,C0478,P034,407.04,9,2022-01-10,Online
T02855,C0206,P011,447.34,5,2022-01-10,Mobile
T04155,C0444,P009,55.6,9,2022-01-10,Mobile
T06562,C0404,P024,1044.91,4,2022-01-10,Offline
T07319,C0301,P056,411.41,4,2022-01-10,Offline
T06863,C0480,P100,1199.69,8,2022-01-10,Online
T04784,C0385,P084,1085.67,2,2022-01-10,Online
T01621,C0233,P089,928.83,3,2022-01-10,Offline
T06335,C0140,P044,622.76,4,2022-01-10,Online
T05751,C0207,P082,855.11,4,2022-01-10,Offline
T00017,C0273,P040,183.06,6,2022-01-11,Online
T03489,C0181,P032,294.71,3,2022-01-11,Offline
T07598,C0481,P068,396.28,9,2022-01-11,Online
T05348,C0440,P007,316.61,6,2022-01-11,Mobile
T02362,C0106,P044,1022.96,9,2022-01-11,Online
T03269,C0154,P058,644.15,1,2022-01-11,Offline
T02408,C0147,P006,2162.59,6,2022-01-11,Offline
T06047,C0132,P087,1050.79,5,2022-01-11,Online
T02535,C0436,P045,1244.75,9,2022-01-12,Mobile
T07758,C0172,P033,202.56,6,2022-01-12,Online
T05964,C0471,P072,1209.05,3,2022-01-12,Online
T03069,C0179,P015,829.73,6,2022-01-13,Mobile
T07849,C0372,P095,323.68,9,2022-01-13,Offline
T02355,C0270,P083,787.45,9,2022-01-13,Mobile
T02153,C0479,P058,1342.62,6,2022-01-13,Online
T02040,C0318,P017,1132.15,9,2022-01-14,Online
T05008,C0023,P035,2222.57,10,2022-01-14,Online
T00274,C0481,P067,476.72,1,2022-01-14,Offline
T02899,C0241,P041,669.8,6,2022-01-14,Mobile
T02301,C0117,P031,500.69,8,2022-01-14,Online
T06751,C0017,P009,908.42,9,2022-01-14,Online
T03541,C0101,P019,1000.4,5,2022-01-14,Mobile
T01927,C0140,P033,1676.1,4,2022-01-15,Online
T00790,C0085,P041,2165.13,3,2022-01-15,Offline
T02126,C0119,P030,3157.44,7,2022-01-15,Mobile
T06289,C0031,P038,1139.66,1,2022-01-15,Offline
T04824,C0478,P020,1719.93,9,2022-01-15,Offline
T04924,C0028,P005,527.21,10,2022-01-15,Online
T02088,C0303,P056,649.5,4,2022-01-16,Online
T06752,C0032,P017,364.84,7,2022-01-16,Online
T06550,C0285,P093,1941.61,10,2022-01-16,Mobile
T07309,C0273,P040,1264.7,10,2022-01-16,Offline
T07573,C0165,P076,1467.46,4,2022-01-16,Online
T05369,C0022,P031,1604.53,3,2022-01-16,Mobile
T05031,C0308,P061,827.5,8,2022-01-16,Mobile
T01774,C0307,P091,1204.37,4,2022-01-16,Online
T04657,C0470,P028,922.37,4,2022-01-17,Offline
T03089,C0426,P018,874.72,6,2022-01-17,Offline
T05595,C0136,P084,879.28,8,2022-01-17,Mobile
T06198,C0030,P011,170.96,3,2022-01-17,Offline
T01419,C0118,P098,626.32,2,2022-01-17,Offline
T06429,C0123,P005,1360.14,10,2022-01-17,Offline
T04000,C0005,P050,617.34,7,2022-01-17,Offline
T01544,C0255,P035,2236.87,10,2022-01-17,Offline
T02749,C0495,P067,818.78,4,2022-01-18,Offline
T03014,C0043,P064,1845.66,5,2022-01-18,Offline
T05037,C0058,P092,502.24,10,2022-01-18,Offline
T06517,C0462,P082,819.86,4,2022-01-18,Offline
T04154,C0321,P086,1462.28,10,2022-01-19,Offline
T05563,C0238,P017,1130.04,1,2022-01-19,Offline
T07715,C0161,P058,422.89,6,2022-01-19,Mobile
T05030,C0458,P099,663.67,1,2022-01-20,Offline
T00731,C0140,P023,221.44,2,2022-01-20,Offline
T02834,C0227,P013,1457.14,4,2022-01-20,Mobile
T06514,C0155,P060,816.87,2,2022-01-20,Online
T05856,C0400,P044,400.11,4,2022-01-20,Online
T04737,C0322,P100,861.94,3,2022-01-20,Online
T00034,C0395,P019,125.52,6,2022-01-21,Mobile
T00376,C0255,P071,1068.27,4,2022-01-21,Offline
T07460,C0225,P002,1231.81,2,2022-01-21,Online
T00008,C0180,P061,277.78,2,2022-01-21,Offline
T01091,C0105,P038,908.25,6,2022-01-21,Mobile
T06516,C0400,P058,191.74,9,2022-01-22,Online
T01728,C0291,P074,641.88,8,2022-01-22,Online
T01399,C0001,P095,1458.98,1,2022-01-22,Offline
T04541,C0343,P064,180.31,3,2022-01-22,Mobile
T01282,C0487,P060,1348.63,5,2022-01-22,Offline
T03227,C0116,P033,2433.31,4,2022-01-22,Mobile
T04295,C0360,P023,461.17,5,2022-01-23,Offline
T02227,C0193,P048,959.17,9,2022-01-23,Online
T03070,C0007,P050,198.22,8,2022-01-23,Online
T05817,C0010,P032,979.5,9,2022-01-24,Online
T02913,C0435,P019,1455.44,10,2022-01-24,Offline
T07922,C0327,P027,1513.63,5,2022-01-24,Offline
T06951,C0294,P097,552.6,6,2022-01-24,Online
T03649,C0187,P005,664.15,7,2022-01-24,Mobile
T01093,C0457,P079,2503.08,5,2022-01-24,Mobile
T02470,C0438,P086,557.1,1,2022-01-24,Online
T07613,C0199,P076,337.43,3,2022-01-25,Offline
T01425,C0421,P050,749.99,4,2022-01-25,Mobile
T05157,C0157,P075,866.95,2,2022-01-25,Mobile
T00584,C0030,P067,3679.16,10,2022-01-25,Offline
T02053,C0181,P038,682.65,2,2022-01-25,Offline
T05322,C0421,P019,1151.55,9,2022-01-26,Offline
T04630,C0237,P028,1107.78,3,2022-01-26,Online
T05118,C0121,P012,2588.35,1,2022-01-26,Online
T01454,C0079,P033,3122.76,9,2022-01-26,Online
T05026,C0350,P019,1577.69,4,2022-01-26,Offline
T04102,C0461,P026,969.32,6,2022-01-26,Offline
T06681,C0020,P068,2002.91,5,2022-01-26,Offline
T07753,C0222,P011,508.93,3,2022-01-26,Mobile
T06979,C0349,P046,947.02,6,2022-01-26,Mobile
T04534,C0349,P092,149.63,2,2022-01-27,Offline
T03781,C0115,P078,2772.44,5,2022-01-27,Offline
T03455,C0356,P058,874.63,1,2022-01-27,Online
T07214,C0311,P013,614.07,8,2022-01-27,Online
T04103,C0325,P009,326.38,1,2022-01-27,Mobile
T06445,C0276,P073,1138.31,8,2022-01-27,Online
T06461,C0006,P037,118.52,3,2022-01-27,Offline
T05730,C0492,P032,1425.68,8,2022-01-27,Mobile
T07388,C0177,P086,1419.13,10,2022-01-27,Offline
T07771,C0205,P069,1459.28,1,2022-01-27,Online
T03822,C0067,P091,755.0,7,2022-01-27,Online
T03342,C0264,P067,638.98,8,2022-01-27,Online
T05028,C0105,P075,425.26,9,2022-01-27,Online
T07683,C0416,P045,926.11,5,2022-01-27,Mobile
T06120,C0093,P071,414.41,7,2022-01-28,Offline
T07115,C0338,P086,1146.17,5,2022-01-28,Offline
T02156,C0195,P089,911.74,8,2022-01-28,Mobile
T04285,C0383,P053,621.78,4,2022-01-28,Online
T01840,C0476,P058,948.45,3,2022-01-28,Online
T04402,C0315,P027,435.75,1,2022-01-28,Mobile
T01749,C0044,P073,878.55,6,2022-01-29,Online
T00096,C0102,P044,647.43,1,2022-01-29,Offline
T07576,C0141,P080,105.3,8,2022-01-29,Online
T02706,C0196,P036,1398.8,10,2022-01-29,Offline
T06606,C0105,P011,2497.09,10,2022-01-29,Online
T03644,C0339,P098,222.88,6,2022-01-29,Offline
T05160,C0089,P094,2293.82,5,2022-01-29,Mobile
T07185,C0153,P031,1074.92,3,2022-01-29,Offline
T03978,C0104,P078,1664.54,3,2022-01-29,Offline
T00088,C0096,P060,1809.41,5,2022-01-30,Online
T06634,C0435,P033,474.0,5,2022-01-30,Online
T02492,C0360,P001,98.74,3,2022-01-30,Offline
T02646,C0313,P061,1418.26,4,2022-01-30,Mobile
T03218,C0033,P067,541.48,10,2022-01-30,Mobile
T00394,C0494,P070,693.11,3,2022-01-31,Offline
T06136,C0183,P013,688.67,3,2022-01-31,Mobile
T02851,C0156,P021,471.84,2,2022-01-31,Mobile
T00528,C0387,P042,803.52,7,2022-01-31,Online
T04075,C0156,P081,430.28,6,2022-01-31,Offline
